compound_id,external_id,annotations
17810,CHEBI:351346,"isothiocyanate
"
17823,CHEBI:46932,"capsaicinoid
"
17823,C16952,"Capsaicinoids and derivatives
"
17823,LMFA08020085,"N-acyl amines
"
17823,CPD-9185,"an alkaloid
"
17852,LMPK12050225,"Isoflavonoids
"
17897,6-METHOXYMELLEIN,"a small molecule
"
17999,CHEBI:68508,"maleate ester
"
18000,LMFA07010197,"Wax monoesters
"
18033,CHEBI:22990,"1,3-thiazole
indole phytoalexin
"
18033,THIAZOL-YL-INDOLE,"an indole-phytolexin
"
18044,CHEBI:72763,"aromatic ether
organic heteropentacyclic compound
indole alkaloid
"
18294,CYCASIN,"a small molecule
"
18328,LMPK12110409,"Flavones and Flavonols
"
18370,LMPK12050288,"Isoflavonoids
"
18373,LMPK12050196,"Isoflavonoids
"
18376,LMPK12050243,"Isoflavonoids
"
18462,LMFA07010262,"Wax monoesters
"
18475,CHEBI:34440,"phenols
"
18585,LMPR01070211,"C40 isoprenoids (tetraterpenes)
"
18598,LMPR01070029,"C40 isoprenoids (tetraterpenes)
"
18602,CHEBI:48716,"zeta-carotene
"
18602,C15857,"C40 isoprenoids (tetraterpenes)
"
18602,LMPR01070295,"C40 isoprenoids (tetraterpenes)
"
18606,LMFA07010176,"Wax monoesters
"
18647,CHEBI:40968,"carotenol
carotenone
"
18647,C08580,"C40 isoprenoids (tetraterpenes)
Carotenoids
"
18647,LMPR01070263,"C40 isoprenoids (tetraterpenes)
"
18782,CHEBI:29022,"6-aminopurines
"
18782,C11263,"Cytokinins
"
18782,CPD-4604,"a small molecule
"
18978,2-ETHYLHEXAN-1-OL,"a primary alcohol
"
19096,C08606,"C40 isoprenoids (tetraterpenes)
Carotenoids
"
19109,CHEBI:52430,"dicarboxylic acid monoamide
"
19154,CHEBI:77323,"aromatic ether
quinolines
"
19156,LMFA01050160,"Hydroxy fatty acids
"
19212,LMFA01170047,"Dicarboxylic acids
"
19255,LMFA07010418,"Wax monoesters
"
19342,CPD-13732,"a small molecule
"
19378,LMPK12112286,"Flavones and Flavonols
"
19397,CHEBI:4488,"organic disulfide
"
19473,C18733,"Conazole fungicides
"
19867,CHEBI:16153,"beta-D-galactopyranosyl-(1->4)-N-acetyl-D-glucosamine
"
19872,CHEBI:27547,"carotenol
"
19872,C06098,"C40 isoprenoids (tetraterpenes)
Carotenoids
"
19872,LMPR01070261,"C40 isoprenoids (tetraterpenes)
"
19896,CHEBI:16572,"3-ethylcatechols
"
19896,3-ETHYLCATECHOL,"a catechol
"
19914,LMFA07010447,"Wax monoesters
"
19928,LMFA07010434,"Wax monoesters
"
19928,CPD-10093,"a small molecule
"
19930,LMFA07010436,"Wax monoesters
"
19934,CHEBI:61316,"acetate ester
"
19934,LMFA07010181,"Wax monoesters
"
19942,LMFA07010574,"Wax monoesters
"
19950,C17384,"Acyclic monoterpenoids
"
19950,CPD-7986,"citronellal
"
19971,LMFA06000065,"Fatty aldehydes
"
19976,LMFA07010566,"Wax monoesters
"
19995,C14240,"Phthalates
"
20009,LMFA07010623,"Wax monoesters
"
20020,CHEBI:5870,"imidazolidines
neonicotinoid insectide
nitroguanidine insecticide
chloropyridyl insecticide
monochloropyridine
"
20020,C11110,"Neonicotinoid insecticides
"
20076,LMPK12113005,"Flavones and Flavonols
"
20078,CPD-9305,"an organosulfur compound
"
20091,CPD-11878,"a catechol
"
20131,LMFA07010677,"Wax monoesters
"
20188,CHEBI:100147,"monocarboxylic acid
1,8-naphthyridine derivative
"
20188,C05079,"4-Quinolones
"
20204,CHEBI:30851,"2-oxo monocarboxylic acid
"
20377,CHEBI:68428,"alpha-D-glucoside
"
20394,C11226,"Pyrimidine fungicides
"
20539,C07667,"Cadinane sesquiterpenoids
Terpenoids
Cadinanes
"
20539,LMPR0103330002,"Cadinane sesquiterpenoids
"
20540,LMPK12111455,"Flavones and Flavonols
"
20550,CHEBI:8082,"acetate ester
"
20551,CHEBI:2181,"L-fucose
fucopyranose
"
20551,C01019,"Deoxy sugars
"
20637,LMPK12112394,"Flavones and Flavonols
"
20667,LMPK12112721,"Flavones and Flavonols
"
20704,CHEBI:65842,"enol ether
hydroxybenzoquinone
"
20783,LMPK12111615,"Flavones and Flavonols
"
20787,CPD0-2460,"a sugar alcohol
"
20820,CPD-1947,"a small molecule
"
20853,CHEBI:28353,"cinnamaldehydes
"
20853,C05608,"Paracoumaryl alcohol derivatives
"
20874,CHEBI:469,"acetate ester
"
20874,C10426,"Monolignols
"
20878,CHEBI:76290,"primary amino compound
imidazopyridine
"
20882,CHEBI:53177,"monoterpenoid
"
20886,LMFA06000147,"Fatty aldehydes
"
20938,CPD-7094,"a small molecule
"
21003,LMPK12111015,"Flavones and Flavonols
"
21020,CPD-697,"a brassinosteroids
"
21027,CPD-12498,"a brassinosteroids
"
21067,LMPK12120493,"Chalcones and dihydrochalcones
"
21068,LMPK12120492,"Chalcones and dihydrochalcones
"
21128,MALTOTRIOSE,"a trisaccharide
a linear malto-oligosaccharide
a short glucan
"
21183,C09870,"Cyclic monoterpenes
"
21237,CPD-11941,"a small molecule
"
21251,LMPK12110909,"Flavones and Flavonols
"
21271,C18555,"Pyrazole herbicides
"
21272,C18543,"Pesticides
"
21330,CHEBI:6854,"organic disulfide
"
21350,LMFA11000657,"Hydrocarbons
"
21452,LMFA01030880,"Unsaturated fatty acids
"
21462,CHEBI:33885,"D-galactopyranuronic acid
"
21488,LMPK12020142,"Flavans, Flavanols and Leucoanthocyanidins
"
21545,CHEBI:50550,"isomethyleugenol
"
21916,CHEBI:44111,"mercaptopropanoic acid
"
21919,CHEBI:64275,"aromatic ether
primary alcohol
hydroxyether
"
21921,CHEBI:1895,"methylbenzyl alcohol
"
21921,4-METHYLBENZYL-ALCOHOL,"a small molecule
"
21939,CHEBI:17933,"diol
hydroxycalciol
D3 vitamins
"
21939,C01561,"Vitamin D3 and derivatives
"
21939,LMST03020246,"Vitamin D3 and derivatives
"
21945,CHEBI:27667,"D-galactopyranose
"
21947,CHEBI:36218,"lactose
"
21948,CHEBI:16020,"methyladenosine
"
21955,CHEBI:27596,"methyl-L-histidine
"
21957,CHEBI:42534,"3-oxo steroid
17alpha-hydroxy steroid
androstanoid
"
21957,LMST02020051,"C19 steroids (androgens) and derivatives
"
21958,CHEBI:15978,"sn-glycerol 3-phosphates
glycerol 1-phosphate
"
21959,CHEBI:15344,"3-oxo monocarboxylic acid
ketone body
"
21959,C00164,"Oxo fatty acids
"
21959,LMFA01060003,"Oxo fatty acids
"
21961,C11133,"C18 steroids (estrogens) and derivatives
Glucuronides
"
21961,LMST05010011,"Glucuronides
"
21962,CHEBI:17474,"steroid sulfate
"
21962,C02538,"C18 steroids (estrogens) and derivatives
Sulfates
Estrogens
"
21962,LMST02010043,"C18 steroids (estrogens) and derivatives
"
21964,CHEBI:16027,"adenosine 5'-phosphate
purine ribonucleoside 5'-monophosphate
"
21964,C00020,"Ribonucleotides
"
21965,CHEBI:16422,"3-oxo Delta(4)-steroid
17-oxo steroid
androstanoid
"
21965,C00280,"C19 steroids (androgens) and derivatives
androstane
Androstane and derivatives
Androgens
"
21965,LMST02020007,"C19 steroids (androgens) and derivatives
"
21967,CHEBI:17562,"cytidines
"
21967,C00475,"Ribonucleosides
"
21968,CHEBI:18258,"iodothyronine
iodophenol
2-halophenol
"
21968,C02465,"thyroxine
Other amino acids
"
21969,CHEBI:67119,"UDP-D-galactose
"
21971,CHEBI:15422,"adenosine 5'-phosphate
purine ribonucleoside 5'-triphosphate
"
21971,C00002,"Coenzymes
Ribonucleotides
"
21972,CHEBI:16737,"lactam
imidazolidinone
"
21972,CREATININE,"a small molecule
"
21973,CHEBI:28941,"long-chain fatty acid
straight-chain saturated fatty acid
"
21973,C08281,"Straight chain fatty acids
Saturated fatty acids
"
21973,LMFA01010022,"Straight chain fatty acids
"
21974,CHEBI:17009,"GDP-fucose
"
21975,CHEBI:16761,"purine ribonucleoside 5'-diphosphate
adenosine 5'-phosphate
"
21975,C00008,"Ribonucleotides
"
21976,CHEBI:4170,"D-hexopyranose 6-phosphate
D-glucose 6-phosphate
"
21977,CHEBI:16410,"monohydroxypyridine
hydroxymethylpyridine
aminoalkylpyridine
vitamin B6
"
21977,C00534,"Water-soluble vitamins
"
21978,CHEBI:18405,"monohydroxypyridine
methylpyridines
vitamin B6 phosphate
pyridinecarbaldehyde
"
21979,CHEBI:18335,"monohydroxypyridine
methylpyridines
aminoalkylpyridine
vitamin B6 phosphate
"
21980,CHEBI:17823,"triol
hydroxycalciol
D3 vitamins
"
21980,C01673,"Steroid hormones
"
21980,LMST03020258,"Vitamin D3 and derivatives
"
21981,CHEBI:28866,"very long-chain fatty acid
straight-chain saturated fatty acid
"
21981,C08320,"Straight chain fatty acids
Saturated fatty acids
"
21981,LMFA01010024,"Straight chain fatty acids
"
21982,C14131,"Isoflavans
Isoflavanes
"
21983,CHEBI:16480,"reactive nitrogen species
reactive oxygen species
nitrogen oxide
inorganic radical
"
21985,CHEBI:32798,"octadeca-9,11-dienoic acid
"
21985,C04056,"Polyunsaturated fatty acids
"
21985,LMFA01030118,"Unsaturated fatty acids
"
21987,CHEBI:18332,"modified amino acid
iodophenol
2-halophenol
thyroxine
"
21987,C01829,"thyroxine
Other amino acids
Biogenic amines
"
21992,CHEBI:18451,"p-menthan-3-ol
"
21992,LMPR0102090057,"Menthane monoterpenoids
"
22023,CHEBI:16208,"2-oxo monocarboxylic acid
"
22032,CHEBI:17066,"ketone body
3-hydroxybutyric acid
"
22032,LMFA01050243,"Hydroxy fatty acids
"
22033,CHEBI:16450,"pyrimidine 2'-deoxyribonucleoside
"
22033,C00526,"Deoxyribonucleosides
"
22034,CHEBI:15698,"pyrimidine 2'-deoxyribonucleoside
"
22034,C00881,"Deoxyribonucleosides
"
22036,CHEBI:16973,"3-oxo Delta(4)-steroid
20-oxo steroid
mineralocorticoid
21-hydroxy steroid
"
22036,C03205,"C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives
Pregnane and derivatives [Fig]
Mineralocorticoids
"
22036,LMST02030087,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22037,CHEBI:17405,"monohydroxypyridine
hydroxymethylpyridine
methylpyridines
vitamin B6
"
22040,CHEBI:37373,"3-hydroxyisobutyric acid
"
22041,CHEBI:60361,"D-galactosyl-N-acylsphingosine
galactosylceramide sulfate
"
22042,CHEBI:18261,"beta-alanine derivative
"
22043,TETRA-H-BIOPTERIN,"a biopterin
"
22045,CHEBI:17759,"cholestanoid
3beta-sterol
"
22045,C01164,"Vitamin D3 and derivatives
Cholestane and derivatives
"
22045,LMST01010069,"Cholesterol and derivatives
"
22047,BIOPTERIN,"a biopterin
"
22048,C03406,"Other amino acids
"
22049,CHEBI:16990,"dicarboxylic acid
biladienes
"
22050,CHEBI:17985,"adenosine bisphosphate
"
22052,CHEBI:28918,"adrenaline
"
22052,C00788,"Adrenalines
Biogenic amines
"
22053,CHEBI:15901,"pyrimidone
"
22053,DI-H-URACIL,"a base derivative
a pyrimidine-related compound
"
22054,CHEBI:4047,"dipeptide
"
22055,DIHYDRO-THYMINE,"a base derivative
a pyrimidine-related compound
"
22056,CHEBI:17724,"N-methylglycine
"
22057,CHEBI:17256,"purine 2'-deoxyribonucleoside
"
22057,C00559,"Deoxyribonucleosides
"
22059,CHEBI:15946,"D-fructose 6-phosphate
"
22060,CHEBI:42717,"D-glucopyranuronic acid
"
22061,CHEBI:16344,"glycine derivative
N-amidino-amino acid
"
22062,CHEBI:44747,"hydroquinones
dihydroxyphenylacetic acid
"
22064,CHEBI:17202,"purine ribonucleoside 5'-monophosphate
inosine phosphate
"
22065,CHEBI:16039,"inosine phosphate
purine ribonucleoside 5'-triphosphate
"
22066,CHEBI:18323,"beta-alanine derivative
dipeptide
"
22068,CHEBI:30860,"C4-dicarboxylic acid
"
22068,LMFA01170118,"Dicarboxylic acids
"
22069,CHEBI:40356,"N-acetyl-D-galactosamine
"
22071,CHEBI:18009,"NAD(P)(+)
NADP
"
22073,CHEBI:17490,"O-acyl-L-carnitine
"
22073,C02990,"Fatty acyl carnitines
"
22073,LMFA07070004,"Fatty acyl carnitines
"
22074,CHEBI:17553,"primary amino compound
phosphoethanolamine
"
22075,CHEBI:16171,"nicotinamide mononucleotide
"
22076,CHEBI:16675,"pyridinedicarboxylic acid
"
22078,CHEBI:17359,"inorganic anion
sulfur oxoanion
sulfur oxide
"
22078,SO3,"an anion
"
22079,CHEBI:17381,"dicarboxylic acid
pyrroles
aralkylamino compound
"
22080,CHEBI:26911,"saturated organic heteromonocyclic parent
cyclic ether
oxolanes
"
22081,CHEBI:18361,"diphosphate ion
"
22084,CHEBI:16094,"inorganic anion
sulfur oxoanion
sulfur oxide
"
22085,CHEBI:17821,"pyrimidone
pyrimidine nucleobase
"
22085,C00178,"pyrimidines
"
22085,THYMINE,"a pyrimidine-related compound
a pyrimidine base
"
22087,CHEBI:16566,"2-aminooctadecane-1,3-diol
"
22087,C00836,"Sphinganines
"
22087,LMSP01020001,"Sphinganines
"
22088,CHEBI:15611,"N-methylglycine
N-alkylglycine
"
22089,CHEBI:15811,"O-phosphoserine
"
22091,CHEBI:17111,"5-O-phosphono-D-ribofuranosyl diphosphate
"
22092,CHEBI:15713,"pyrimidine ribonucleoside 5'-triphosphate
uridine 5'-phosphate
"
22092,C00075,"Ribonucleotides
"
22093,CHEBI:16264,"UDP-amino sugar
"
22095,CHEBI:10049,"xanthosine 5'-phosphate
purine ribonucleoside 5'-triphosphate
"
22098,LMST04010201,"C24 bile acids, alcohols, and derivatives
"
22103,LMST02010046,"C18 steroids (estrogens) and derivatives
"
22105,CHEBI:771,"16alpha-hydroxy steroid
3beta-hydroxy steroid
hydroxypregnenolone
"
22105,LMST02030172,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22107,LMFA01050380,"Hydroxy fatty acids
"
22108,CHEBI:16485,"18-hydroxy steroid
"
22108,C01124,"C21 steroids (gluco/mineralocorticoids, progestogens) and derivatives
Mineralocorticoids
"
22108,LMST02030091,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22116,LMST04010155,"C24 bile acids, alcohols, and derivatives
"
22120,LMST02030194,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22121,CHEBI:70818,"aromatic ether
monocarboxylic acid
phenols
"
22122,CHEBI:776,"16alpha-hydroxy steroid
"
22122,LMST02010041,"C18 steroids (estrogens) and derivatives
"
22125,CHEBI:28744,"17beta-hydroxy steroid
2-hydroxy steroid
"
22125,C05301,"C18 steroids (estrogens) and derivatives
Estrane and derivatives
"
22125,LMST02010027,"C18 steroids (estrogens) and derivatives
"
22127,LMST04010126,"C24 bile acids, alcohols, and derivatives
"
22133,LMST02010006,"C18 steroids (estrogens) and derivatives
"
22138,CHEBI:27771,"17-oxo steroid
16alpha-hydroxy steroid
androstanoid
3beta-hydroxy steroid
"
22138,C05139,"C19 steroids (androgens) and derivatives
"
22138,LMST02020064,"C19 steroids (androgens) and derivatives
"
22145,CHEBI:28750,"17alpha-hydroxy steroid
3beta-hydroxy steroid
hydroxypregnenolone
"
22145,LMST02030089,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22146,LMST04010065,"C24 bile acids, alcohols, and derivatives
"
22155,CHEBI:17252,"17alpha-hydroxy steroid
"
22155,C01176,"Progestagens
"
22155,LMST02030161,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22156,CHEBI:1427,"monocarboxylic acid
"
22172,CHEBI:16390,"7-oxo steroid
oxo-5beta-cholanic acid
"
22172,LMST04010184,"C24 bile acids, alcohols, and derivatives
"
22174,LMFA01170087,"Dicarboxylic acids
"
22178,CHEBI:37440,"oxo dicarboxylic acid
"
22178,LMFA01170096,"Dicarboxylic acids
"
22180,CHEBI:16312,"oxo-5beta-cholanic acid
"
22180,LMST04010176,"C24 bile acids, alcohols, and derivatives
"
22182,CHEBI:62462,"oxopurine
"
22182,CPD0-2461,"a small molecule
"
22184,CHEBI:28955,"17beta-hydroxy steroid
3-hydroxy steroid
"
22184,C05302,"C18 steroids (estrogens) and derivatives
Estrane and derivatives
"
22184,LMST02010035,"C18 steroids (estrogens) and derivatives
"
22185,LMST02010047,"C18 steroids (estrogens) and derivatives
"
22194,LMST04010067,"C24 bile acids, alcohols, and derivatives
"
22195,LMST05020021,"Sulfates
"
22196,LMST02030193,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22216,LMST02030142,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22220,CHEBI:68499,"N-acylglycine
"
22223,CHEBI:63931,"biopterin
"
22224,CHEBI:16964,"pyrimidone
primary alcohol
"
22224,CPD-254,"a small molecule
"
22225,CHEBI:60281,"tertiary amine
"
22233,CHEBI:16990,"dicarboxylic acid
biladienes
"
22234,CHEBI:17261,"glucosaminylamine
N(4)-glycosyl-L-asparagine
"
22235,CHEBI:28195,"3alpha-hydroxy steroid
17-oxo steroid
androstanoid
"
22235,C04373,"C19 steroids (androgens) and derivatives
Androstane and derivatives
"
22235,LMST02020059,"C19 steroids (androgens) and derivatives
"
22236,CHEBI:18329,"17beta-hydroxy steroid
3beta-hydroxy steroid
androstane-3,17-diol
"
22236,C12525,"C19 steroids (androgens) and derivatives
"
22236,LMST02020053,"C19 steroids (androgens) and derivatives
"
22239,CHEBI:23774,"uridines
"
22247,CHEBI:16259,"N-acetyl-L-amino acid
N-acetylphenylalanine
N-acyl-L-phenylalanine
"
22250,CHEBI:16755,"bile acid
dihydroxy-5beta-cholanic acid
"
22250,C02528,"C24 bile acids, alcohols, and derivatives
Cholane and derivatives
"
22250,LMST04010032,"C24 bile acids, alcohols, and derivatives
"
22253,CHEBI:37245,"dicarboxylic acid
"
22253,LMFA01170068,"Dicarboxylic acids
"
22257,LMST02030200,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22260,LMFA01030226,"Unsaturated fatty acids
"
22263,CHEBI:40410,"N-acetyl-amino acid
N-acylglycine
"
22265,CHEBI:20912,"arabinonic acid
"
22269,CHEBI:41500,"monocarboxylic acid
"
22273,LMST02020099,"C19 steroids (androgens) and derivatives
"
22280,CHEBI:43433,"L-alpha-amino acid
alloisoleucine
"
22284,CHEBI:72999,"phosphatidylcholine 32:0
"
22284,LMGP01010564,"Diacylglycerophosphocholines
"
22285,CHEBI:16534,"galactonic acid
"
22288,LMST01010078,"Cholesterol and derivatives
"
22297,CHEBI:17544,"carbon oxoanion
"
22297,HCO3,"an anion
"
22299,CHEBI:15138,"inorganic anion
"
22299,CPD-7046,"an anion
"
22300,CHEBI:18402,"3alpha-hydroxy steroid
hydroxy monocarboxylic acid
7alpha-hydroxy steroid
12alpha-hydroxy steroid
"
22300,LMST04030001,"C27 bile acids, alcohols, and derivatives
"
22301,LMFA01170045,"Dicarboxylic acids
"
22302,CHEBI:32796,"2-hydroxyglutaric acid
"
22304,CHEBI:41509,"cholesteryl octadeca-9,12-dienoate
"
22304,C15441,"Cholesteryl esters
"
22304,LMST01020008,"Steryl esters
"
22306,CHEBI:37655,"erythronic acid
"
22309,CHEBI:15670,"glutaconic acid
"
22309,LMFA01170109,"Dicarboxylic acids
"
22310,CHEBI:741548,"dicarboxylic acid
"
22310,LMFA01170105,"Dicarboxylic acids
"
22311,CHEBI:4676,"alpha,omega-dicarboxylic acid
"
22311,C02678,"Dicarboxylic acids
"
22311,LMFA01170009,"Dicarboxylic acids
"
22311,CPD-10670,"an &alpha; &omega; dicarboxylate
"
22314,CHEBI:16040,"aminopyrimidine
pyrimidone
pyrimidine nucleobase
"
22314,C00380,"pyrimidines
"
22314,CYTOSINE,"a pyrimidine-related compound
a pyrimidine base
"
22317,CHEBI:41183,"biopterin
"
22318,CHEBI:17626,"dicarboxylic acid
"
22318,LMFA01170099,"Dicarboxylic acids
"
22322,CHEBI:28421,"coproporphyrin
"
22327,CHEBI:41321,"steroid sulfate
"
22327,LMST05020016,"Sulfates
"
22332,CHEBI:16002,"glucaric acid
"
22332,LMFA01170108,"Dicarboxylic acids
"
22335,CHEBI:30662,"thyronine
"
22338,CHEBI:73246,"1-acyl-2-hexadecanoyl-sn-glycero-3-phosphate
"
22338,LMGP10010027,"Diacylglycerophosphates
"
22340,CHEBI:70984,"N-acylglycine
"
22341,CHEBI:17443,"ureas
L-lysine derivative
L-alpha-amino acid
"
22342,CHEBI:43355,"indoles
aryl sulfate
"
22344,CHEBI:16946,"kynurenine
"
22345,CHEBI:43419,"dihydroxy-5beta-cholanic acid
"
22345,C17662,"C24 bile acids, alcohols, and derivatives
"
22345,LMST04010035,"C24 bile acids, alcohols, and derivatives
"
22348,CHEBI:32797,"2-hydroxyglutaric acid
"
22350,CHEBI:37998,"bile acid glycine conjugate
"
22350,LMST05030009,"Glycine conjugates
"
22351,CHEBI:16797,"pyridinium ion
"
22351,CPD-396,"a small molecule
"
22352,CHEBI:33404,"3-hydroxy monocarboxylic acid
omega-hydroxy fatty acid
"
22353,CHEBI:64390,"N-acylglycine
"
22356,CHEBI:15999,"phenols
oxo carboxylic acid
"
22357,LMST04010445,"C24 bile acids, alcohols, and derivatives
"
22359,CHEBI:30830,"4-hydroxy monocarboxylic acid
hydroxybutyric acid
"
22359,LMFA01050006,"Hydroxy fatty acids
"
22363,CHEBI:18344,"monohydroxyquinoline
quinolinemonocarboxylic acid
"
22364,LMST04010004,"C24 bile acids, alcohols, and derivatives
"
22371,CHEBI:70979,"N-acylglycine
"
22372,CHEBI:27891,"S-substituted L-cysteine
organic thiosulfate
"
22375,CHEBI:28595,"monocarboxylic acid
monocarboxylic acid amide
"
22384,CHEBI:16600,"dicarboxylic acid
"
22384,LMFA01170116,"Dicarboxylic acids
"
22386,CHEBI:17399,"xylulose
"
22387,CHEBI:68566,"alpha,omega-dicarboxylic acid
"
22387,LMFA01170117,"Dicarboxylic acids
"
22388,CHEBI:37084,"3-hydroxy monocarboxylic acid
"
22388,LMFA01050396,"Hydroxy fatty acids
"
22391,CHEBI:73514,"dipeptide
"
22394,CHEBI:40992,"alanine derivative
N-acetyl-L-amino acid
"
22397,CHEBI:49026,"N-acetylneuraminic acid
"
22402,LMFA01170029,"Dicarboxylic acids
"
22405,CHEBI:28315,"pyrazolopyrimidine
"
22405,C07599,"C40 isoprenoids (tetraterpenes)
"
22406,CHEBI:64491,"5,6,7,8-tetrahydrobiopterin
"
22409,CHEBI:18102,"O-acyl-L-carnitine
"
22409,C02838,"Fatty acyl carnitines
"
22409,LMFA07070002,"Fatty acyl carnitines
"
22410,CHEBI:41865,"alpha,omega-dicarboxylic acid
"
22410,C08277,"Dicarboxylic acids
"
22410,LMFA01170006,"Dicarboxylic acids
"
22412,CHEBI:21500,"N-acetyl-O-acetylneuraminic acid
"
22414,CHEBI:18319,"1-(phosphoribosyl)imidazolecarboxamide
"
22415,C01607,"Acyclic diterpenoids
"
22416,CHEBI:28009,"N-acetyl-D-glucosamine
"
22422,CHEBI:52030,"3alpha-hydroxy steroid
6beta-hydroxy steroid
"
22422,LMST04010025,"C24 bile acids, alcohols, and derivatives
"
22423,CHEBI:21547,"N-acetyl-L-amino acid
N-acyl-L-aspartic acid
"
22426,CHEBI:17150,"carboxyalkyl phosphate
"
22427,CHEBI:74688,"biopterins
"
22429,CHEBI:27480,"monocarboxylic acid
monocarboxylic acid amide
N-acylglycine
"
22431,C03017,"Fatty acyl carnitines
"
22432,CHEBI:15859,"aspartic acid derivative
N-carbamoyl-L-amino acid
N-carbamoylaspartic acid
"
22436,CHEBI:74099,"N-acylglycine
"
22438,CHEBI:18386,"quinolinemonocarboxylic acid
"
22443,CHEBI:7274,"glutamic acid derivative
N-formimino-amino acid
"
22446,CHEBI:30531,"alpha,omega-dicarboxylic acid
"
22446,C02656,"Dicarboxylic acids
"
22446,LMFA01170051,"Dicarboxylic acids
"
22448,CHEBI:70869,"carboxylic ester
glycine derivative
"
22453,CHEBI:16332,"xylulose 5-phosphate
"
22456,CHEBI:76308,"alpha,omega-dicarboxylic acid
"
22456,LMFA01170018,"Dicarboxylic acids
"
22459,LMST05030013,"Glycine conjugates
"
22460,CHEBI:10072,"quinolinemonocarboxylic acid
dihydroxyquinoline
"
22462,CHEBI:3663,"cholesterol ester
"
22462,C11251,"Cholesteryl esters
"
22462,LMST01020005,"Steryl esters
"
22463,CHEBI:73713,"alpha,omega-dicarboxylic acid
"
22463,LMFA01170007,"Dicarboxylic acids
"
22466,CHEBI:74435,"N-acylglycine
"
22467,CHEBI:9410,"bile acid taurine conjugate
"
22467,LMST05040013,"Taurine conjugates
"
22469,CHEBI:29009,"imidazoles
primary amino compound
"
22470,CHEBI:15994,"androstane-3,17-dione
"
22470,LMST02020085,"C19 steroids (androgens) and derivatives
"
22472,CHEBI:15846,"NAD(P)(+)
NAD
"
22474,CHEBI:17713,"purine 2'-deoxyribonucleoside 5'-monophosphate
2'-deoxyadenosine 5'-phosphate
"
22474,C00360,"Deoxyribonucleotides
"
22477,CHEBI:71169,"adenosines
aspartic acid derivative
"
22478,CPD-11831,"a small molecule
"
22479,LMST04010088,"C24 bile acids, alcohols, and derivatives
"
22480,CHEBI:46898,"cholesteryl octadec-9-enoate
"
22480,LMST01020003,"Steryl esters
"
22482,CHEBI:16175,"cholestanoid
3-oxo Delta(4)-steroid
"
22482,LMST01010015,"Cholesterol and derivatives
"
22486,CHEBI:545687,"dicarboxylic acid
"
22486,LMFA01170002,"Dicarboxylic acids
"
22488,CHEBI:17200,"UDP-sugar
"
22489,CHEBI:27484,"uroporphyrin
"
22490,CHEBI:16680,"organic sulfide
adenosines
homocysteines
"
22494,CHEBI:49059,"threonic acid
"
22495,CHEBI:9907,"bile acid
dihydroxy-5beta-cholanic acid
"
22495,C07880,"C24 bile acids, alcohols, and derivatives
Cholane and derivatives
"
22495,LMST04010033,"C24 bile acids, alcohols, and derivatives
"
22498,CHEBI:16525,"bile acid taurine conjugate
"
22498,C05465,"C26 bile acids, alcohols, and derivatives
Taurine conjugates
"
22498,LMST05040005,"Taurine conjugates
"
22500,CHEBI:73018,"N-acylglycine
"
22501,CHEBI:28862,"deoxyguanosine phosphate
guanyl deoxyribonucleotide
purine 2'-deoxyribonucleoside 5'-diphosphate
"
22501,C00361,"Deoxyribonucleotides
"
22502,C00448,"Acyclic farnesane sesquiterpenoids
Farnesenes
"
22503,LIPOAMIDE,"a small molecule
"
22507,LMST03020123,"Vitamin D3 and derivatives
"
22509,CHEBI:43474,"phosphate ion
"
22509,Pi,"an inorganic phosphate
"
22510,CHEBI:16835,"monohydroxybenzoic acid
methoxybenzoic acid
"
22510,LMPR02010044,"Ubiquinones
"
22511,CHEBI:17442,"substituted aniline
aromatic ketone
4-oxo monocarboxylic acid
2-oxo monocarboxylic acid
dioxo monocarboxylic acid
beta-diketone
"
22512,CHEBI:18372,"pterin phosphate
dihydropterin
neopterins
"
22514,CHEBI:20607,"methylcytidine
"
22515,DIHYDROLIPOAMIDE,"a small molecule
"
22516,CHEBI:15625,"sulfonium compound
adenosines
"
22516,C01137,"Biogenic amines
"
22518,CHEBI:66951,"monocarboxylic acid
pyridines
aromatic ketone
"
22520,CHEBI:18204,"enone
3-oxo Delta(4)-steroid
20-oxo steroid
"
22520,LMST02030163,"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives
"
22521,CHEBI:41721,"cysteine derivative
"
22522,CHEBI:16311,"2'-deoxycytidine phosphate
pyrimidine 2'-deoxyribonucleoside 5'-triphosphate
"
22522,C00458,"Deoxyribonucleotides
"
22525,CHEBI:17709,"adenosine 5'-phosphate
acyl sulfate
acyl monophosphate
"
22539,CHEBI:17813,"3beta-sterol
"
22539,C11455,"Cholesterol and derivatives
"
