cid,cStruc,canonical_smiles,Isomeric_smiles,IUPAC,cFormula,InChiKey,MW,AlogP,Num_AromaticRings,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,Num_Rings,SensoryThr,toxicity_val
1507,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,C42H63N9O13,HZNLZRIXFSEVLJ-ZOYCTIMTSA-N,902.0021,-1.6643,1,9,7,31,3.0,0,0.0
1508,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)C(C)C,CC(C)CC(C(=O)NCC(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CC=C(C=C3)O)N,CC(C)C[C@@H](C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC3=CC=C(C=C3)O)N,(4S)-4-[[(2S)-5-amino-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-5-oxopentanoyl]amino]-5-[(2S)-2-[[(2S)-1-[[(2S)-1-[[2-[(2S)-2-[[(2S)-1-[[(1S)-1-carboxy-4-(diaminomethylideneamino)butyl]amino]-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-2-oxoethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]carbamoyl]pyrrolidin-1-yl]-5-oxopentanoic acid,C53H84N14O15,VMYAGHAFFKXAHV-ABCDUJAMSA-N,1157.3189,-2.4027,1,12,10,43,3.0,0,0.0
1509,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C74H110N18O19,QBGGNTPWCTZDEF-XPUIVPTDSA-N,0.0,0.0,0,0,0,0,3.0,0,0.0
1510,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(C)C)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C5CCCN5C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC6=CC=C(C=C6)O)N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]4CCCN4C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC6=CC=C(C=C6)O)N,"(2S,3S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-5-oxopentanoyl]amino]-4-carboxybutanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoyl]amino]-4-methylpentanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-3-methylpentanoic acid",C80H121N19O20,NBYJRAGLVVIYKT-HUPPPRMDSA-N,0.0,0.0,0,0,0,0,3.0,0,0.0
1511,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C65H101N17O17,KKOYZHWRMWZDPF-BTIVZSCPSA-N,1392.6011,-3.3513,1,14,10,50,5.0,0,0.0
1512,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(C)C)C(=O)O,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(C)C)C(=O)O,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)C(C)C)C(C)C)C(=O)O,,C71H112N18O18,WGIHBDDEXHEKKE-MCQACTPESA-N,0.0,0.0,0,0,0,0,3.0,0,0.0
1513,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C60H93N15O15,BILDWCLOIKGYJJ-XSCWACGQSA-N,1264.4719,-1.9384,1,12,8,44,5.0,0,0.0
1514,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C55H86N14O12,WZSUAAPRJNTGEW-NQZGRMPASA-N,1135.3579,-0.9332,1,11,8,39,5.0,0,0.0
1515,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C36H63N11O9,YHAQIIGFAUUQAN-LMXVXWCUSA-N,793.9537,-1.9832,0,8,6,29,2.0,0,0.0
1516,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,,C40H63N11O9,VFKKKMMLBQPCQE-HLYNNXGTSA-N,841.9965,-1.2703,1,8,6,30,3.0,0,0.0
1517,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,CC(C)C[C@H](N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C,,C45H70N12O10,HSIJLGVAFOVNHO-UJNADNKXSA-N,939.1117,-1.4082,1,9,6,32,4.0,0,0.0
1518,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)CN)C(C)C)[C@@H](C)CC)C(=O)N[C@H](C(=O)O)C(C)C,CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C4CCCN4C(=O)CN,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]4CCCN4C(=O)CN,"(2S)-2-[[(2S,3S)-2-[[(2S,3S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-2-[[(2S)-1-(2-aminoacetyl)pyrrolidine-2-carbonyl]amino]-3-methylbutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-3-methylpentanoyl]amino]-3-methylpentanoyl]amino]-3-methylbutanoic acid",C56H90N14O12,NENSBGWRQQRKJO-ALYRFMPXSA-N,1151.4004,-0.1105,1,11,8,41,4.0,0,0.0
1519,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CN)[C@@H](C)CC)C(=O)N[C@H](C(=O)O)C(C)C,CCC(C)C(C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)CN,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]3CCCN3C(=O)CN,"(2S)-2-[[(2S,3S)-2-[[(2S,3S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-(2-aminoacetyl)pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-3-methylpentanoyl]amino]-3-methylpentanoyl]amino]-3-methylbutanoic acid",C38H59N7O8,VBXAFDSUVWHGGB-LWAQOXNASA-N,741.9172,1.706,1,6,4,24,3.0,0,0.0
1520,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](C)C(=O)O,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](C)C(=O)O,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](C)C(=O)O,,C51H75N13O15,KWZGAEFCGAIIFL-VYPWCCQSSA-N,1110.2193,-3.8883,2,13,12,41,3.0,0,0.0
1521,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)C(=O)NCC(=O)O,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)C(=O)NCC(=O)O,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)C(=O)NCC(=O)O,,C35H57N9O13,IPSLTXXGLCOOLJ-NMENVCETSA-N,811.8796,-3.9597,0,9,7,29,2.0,0,0.0
1522,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O,,C42H71N11O17,ICLLLULYZYDALA-ITJYHYIGSA-N,1002.0766,-5.89,0,13,12,39,1.0,0,0.0
1523,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)N,(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-phenylpropanoic acid,C15H22N2O3,KFKWRHQBZQICHA-STQMWFEESA-N,278.3468,1.6243,1,1,1,8,1.0,0,0.0
1525,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCSC)C(=O)O,CCC(C)C(C(=O)O)NC(=O)C(CCSC)N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H](CCSC)N,"(2S,3S)-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-3-methylpentanoic acid",C11H22N2O3S,OGGRSJFVXREKOR-CIUDSAMLSA-N,262.369,0.4633,0,2,1,9,0.0,0,0.0
1526,N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O,C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=C(C=C2)O)N)C(=O)O,(2S)-1-[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]pyrrolidine-2-carboxylic acid,C14H18N2O4,VNYDHJARLHNEGA-RYUDHWBXSA-N,278.3037,0.4433,1,2,1,5,2.0,0,0.0
1527,O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1,C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,C1C[C@H](NC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,(2S)-3-phenyl-2-[[(2S)-pyrrolidine-2-carbonyl]amino]propanoic acid,C14H18N2O3,IWIANZLCJVYEFX-RYUDHWBXSA-N,262.3043,0.9366,1,1,1,6,2.0,0,0.0
1528,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)O,C1C[C@H](N(C1)C(=O)[C@H](CC2=CC=CC=C2)N)C(=O)O,(2S)-1-[(2S)-2-amino-3-phenylpropanoyl]pyrrolidine-2-carboxylic acid,C14H18N2O3,WEQJQNWXCSUVMA-RYUDHWBXSA-N,262.3043,0.7107,1,1,0,5,2.0,0,0.0
1529,N=C(N)NCCC[C@H](N)C(=O)NCC(=O)O,C(CC(C(=O)NCC(=O)O)N)CN=C(N)N,C(C[C@@H](C(=O)NCC(=O)O)N)CN=C(N)N,2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]acetic acid,C8H17N5O3,XUUXCWCKKCZEAW-YFKPBYRVSA-N,231.2523,-2.3169,0,2,2,9,0.0,0,0.0
1530,CC(C)[C@H](NC(=O)CN)C(=O)O,CC(C)C(C(=O)O)NC(=O)CN,CC(C)[C@@H](C(=O)O)NC(=O)CN,(2S)-2-[(2-aminoacetyl)amino]-3-methylbutanoic acid,C7H14N2O3,STKYPAFSDFAEPH-LURJTMIESA-N,174.1977,-0.8045,0,1,1,5,0.0,0,0.0
1531,CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,CC(C)C(C(=O)NC(C(C)C)C(=O)O)N,CC(C)[C@@H](C(=O)N[C@@H](C(C)C)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-methylbutanoic acid,C10H20N2O3,KRNYOVHEKOBTEF-YUMQZZPRSA-N,216.2774,0.5227,0,1,1,6,0.0,0,0.0
1532,CC[C@H](C)[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)CC,CCC(C)C(C(=O)NC(C(C)CC)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)O)N,"(2S,3S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-methylpentanoic acid",C12H24N2O3,BCVIOZZGJNOEQS-XKNYDFJKSA-N,244.3306,1.4351,0,1,1,8,0.0,0,0.0
1533,CC(C)C[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)O,CC(C)CC(C(=O)O)NC(=O)C(C(C)C)N,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N,(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-4-methylpentanoic acid,C11H22N2O3,XCTHZFGSVQBHBW-IUCAKERBSA-N,230.304,0.9114,0,1,1,7,0.0,0,0.0
1534,NCC(=O)N1CCC[C@H]1C(=O)O,C1CC(N(C1)C(=O)CN)C(=O)O,C1C[C@H](N(C1)C(=O)CN)C(=O)O,(2S)-1-(2-aminoacetyl)pyrrolidine-2-carboxylic acid,C7H12N2O3,KZNQNBZMBZJQJO-YFKPBYRVSA-N,172.1818,-1.3294,0,1,0,3,1.0,0,0.0
1535,N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)N,C1=CC=C(C=C1)C[C@@H](C(=O)NCC(=O)O)N,2-[[(2S)-2-amino-3-phenylpropanoyl]amino]acetic acid,C11H14N2O3,GLUBLISJVJFHQS-VIFPVBQESA-N,222.2405,-0.0916,1,1,1,6,1.0,0,0.0
1536,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O)N,(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-phenylpropanoic acid,C18H20N2O3,GKZIWHRNKRBEOH-HOTGVXAUSA-N,312.363,1.9485,2,1,1,8,2.0,0,0.0
1537,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(C)C)C(=O)O,CCC(C)C(C(=O)NC(CC(C)C)C(=O)O)N,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-4-methylpentanoic acid",C12H24N2O3,JWBXCSQZLLIOCI-GUBZILKMSA-N,244.3306,1.3676,0,1,1,8,0.0,0,0.0
